x,y,R,G,B,Value,Domain
780,784,91,200,98,1.88,43
781,784,91,200,98,1.88,43
782,784,91,200,98,1.88,43
907,784,91,200,98,1.88,45
908,784,91,200,98,1.88,45
909,784,91,200,98,1.88,45
910,784,96,201,96,1.88,45
911,784,96,201,96,1.88,45
912,784,96,201,96,1.88,45
913,784,96,201,96,1.88,45
946,784,98,202,95,1.88,45
947,784,98,202,95,1.88,45
948,784,98,202,95,1.88,45
949,784,91,200,98,1.88,45
950,784,91,200,98,1.88,45
951,784,91,200,98,1.88,45
1265,784,96,201,96,1.88,46
1266,784,96,201,96,1.88,46
1267,784,96,201,96,1.88,46
1306,784,98,202,95,1.88,46
1307,784,98,202,95,1.88,46
1308,784,98,202,95,1.88,46
1309,784,94,201,97,1.88,46
1310,784,94,201,97,1.88,46
1311,784,94,201,97,1.88,46
1312,784,94,201,97,1.88,46
688,785,86,189,92,1.88,44
689,785,91,200,98,1.88,44
690,785,91,200,98,1.88,44
691,785,91,200,98,1.88,44
692,785,91,200,98,1.88,44
693,785,96,201,96,1.88,44
694,785,96,201,96,1.88,44
695,785,96,201,96,1.88,44
696,785,96,201,96,1.88,44
780,785,91,200,98,1.88,43
781,785,91,200,98,1.88,43
782,785,91,200,98,1.88,43
907,785,91,200,98,1.88,45
908,785,91,200,98,1.88,45
909,785,91,200,98,1.88,45
910,785,96,201,96,1.88,45
911,785,96,201,96,1.88,45
912,785,96,201,96,1.88,45
913,785,96,201,96,1.88,45
946,785,98,202,95,1.88,45
947,785,98,202,95,1.88,45
948,785,98,202,95,1.88,45
949,785,91,200,98,1.88,45
950,785,91,200,98,1.88,45
951,785,91,200,98,1.88,45
1265,785,96,201,96,1.88,46
1266,785,96,201,96,1.88,46
1267,785,96,201,96,1.88,46
1306,785,98,202,95,1.88,46
1307,785,98,202,95,1.88,46
1308,785,98,202,95,1.88,46
1309,785,94,201,97,1.88,46
1310,785,94,201,97,1.88,46
1311,785,94,201,97,1.88,46
1312,785,94,201,97,1.88,46
688,786,86,189,92,1.88,44
689,786,91,200,98,1.88,44
690,786,91,200,98,1.88,44
691,786,91,200,98,1.88,44
692,786,91,200,98,1.88,44
693,786,96,201,96,1.88,44
694,786,96,201,96,1.88,44
695,786,96,201,96,1.88,44
696,786,96,201,96,1.88,44
780,786,91,200,98,1.88,43
781,786,91,200,98,1.88,43
782,786,91,200,98,1.88,43
907,786,91,200,98,1.88,45
908,786,91,200,98,1.88,45
909,786,91,200,98,1.88,45
910,786,96,201,96,1.88,45
911,786,96,201,96,1.88,45
912,786,96,201,96,1.88,45
913,786,96,201,96,1.88,45
946,786,98,202,95,1.88,45
947,786,98,202,95,1.88,45
948,786,98,202,95,1.88,45
949,786,91,200,98,1.88,45
950,786,91,200,98,1.88,45
951,786,91,200,98,1.88,45
1265,786,96,201,96,1.88,46
1266,786,96,201,96,1.88,46
1267,786,96,201,96,1.88,46
1306,786,98,202,95,1.88,46
1307,786,98,202,95,1.88,46
1308,786,98,202,95,1.88,46
1309,786,94,201,97,1.88,46
1310,786,94,201,97,1.88,46
1311,786,94,201,97,1.88,46
1312,786,94,201,97,1.88,46
688,787,80,187,96,1.88,44
697,787,94,201,97,1.88,44
698,787,94,201,97,1.88,44
699,787,94,201,97,1.88,44
783,787,94,201,97,1.88,43
784,787,94,201,97,1.88,43
785,787,94,201,97,1.88,43
901,787,91,200,98,1.88,45
902,787,91,200,98,1.88,45
903,787,91,200,98,1.88,45
904,787,96,201,96,1.88,45
905,787,96,201,96,1.88,45
906,787,96,201,96,1.88,45
949,787,98,202,95,1.88,45
950,787,98,202,95,1.88,45
951,787,98,202,95,1.88,45
952,787,91,200,98,1.88,45
953,787,91,200,98,1.88,45
954,787,91,200,98,1.88,45
1051,787,91,200,98,1.88,47
1052,787,91,200,98,1.88,47
1053,787,91,200,98,1.88,47
1054,787,91,200,98,1.88,47
1055,787,91,200,98,1.88,47
1056,787,91,200,98,1.88,47
1057,787,91,200,98,1.88,47
1058,787,91,200,98,1.88,47
1059,787,91,200,98,1.88,47
1261,787,98,202,95,1.88,46
1262,787,98,202,95,1.88,46
1263,787,98,202,95,1.88,46
1264,787,98,202,95,1.88,46
1313,787,94,201,97,1.88,46
1314,787,94,201,97,1.88,46
1315,787,94,201,97,1.88,46
1424,787,91,200,98,1.88,48
1425,787,91,200,98,1.88,48
1426,787,91,200,98,1.88,48
1427,787,94,201,97,1.88,48
1428,787,94,201,97,1.88,48
1429,787,94,201,97,1.88,48
1430,787,94,201,97,1.88,48
1431,787,94,201,97,1.88,48
1432,787,94,201,97,1.88,48
1433,787,94,201,97,1.88,48
1434,787,96,201,96,1.88,48
1435,787,96,201,96,1.88,48
1436,787,96,201,96,1.88,48
1437,787,96,201,96,1.88,48
1438,787,96,201,96,1.88,48
1439,787,96,201,96,1.88,48
1440,787,94,201,97,1.88,48
1441,787,94,201,97,1.88,48
1442,787,94,201,97,1.88,48
1443,787,91,200,98,1.88,48
1444,787,91,200,98,1.88,48
1445,787,91,200,98,1.88,48
1446,787,91,200,98,1.88,48
688,788,80,187,96,1.88,44
697,788,94,201,97,1.88,44
698,788,94,201,97,1.88,44
699,788,94,201,97,1.88,44
783,788,94,201,97,1.88,43
784,788,94,201,97,1.88,43
785,788,94,201,97,1.88,43
901,788,91,200,98,1.88,45
902,788,91,200,98,1.88,45
903,788,91,200,98,1.88,45
904,788,96,201,96,1.88,45
905,788,96,201,96,1.88,45
906,788,96,201,96,1.88,45
949,788,98,202,95,1.88,45
950,788,98,202,95,1.88,45
951,788,98,202,95,1.88,45
952,788,91,200,98,1.88,45
953,788,91,200,98,1.88,45
954,788,91,200,98,1.88,45
1051,788,91,200,98,1.88,47
1052,788,91,200,98,1.88,47
1053,788,91,200,98,1.88,47
1054,788,91,200,98,1.88,47
1055,788,91,200,98,1.88,47
1056,788,91,200,98,1.88,47
1057,788,91,200,98,1.88,47
1058,788,91,200,98,1.88,47
1059,788,91,200,98,1.88,47
1261,788,98,202,95,1.88,46
1262,788,98,202,95,1.88,46
1263,788,98,202,95,1.88,46
1264,788,98,202,95,1.88,46
1313,788,94,201,97,1.88,46
1314,788,94,201,97,1.88,46
1315,788,94,201,97,1.88,46
1424,788,91,200,98,1.88,48
1425,788,91,200,98,1.88,48
1426,788,91,200,98,1.88,48
1427,788,94,201,97,1.88,48
1428,788,94,201,97,1.88,48
1429,788,94,201,97,1.88,48
1430,788,94,201,97,1.88,48
1431,788,94,201,97,1.88,48
1432,788,94,201,97,1.88,48
1433,788,94,201,97,1.88,48
1434,788,96,201,96,1.88,48
1435,788,96,201,96,1.88,48
1436,788,96,201,96,1.88,48
1437,788,96,201,96,1.88,48
1438,788,96,201,96,1.88,48
1439,788,96,201,96,1.88,48
1440,788,94,201,97,1.88,48
1441,788,94,201,97,1.88,48
1442,788,94,201,97,1.88,48
1443,788,91,200,98,1.88,48
1444,788,91,200,98,1.88,48
1445,788,91,200,98,1.88,48
1446,788,91,200,98,1.88,48
688,789,80,187,96,1.88,44
697,789,94,201,97,1.88,44
698,789,94,201,97,1.88,44
699,789,94,201,97,1.88,44
783,789,94,201,97,1.88,43
784,789,94,201,97,1.88,43
785,789,94,201,97,1.88,43
901,789,91,200,98,1.88,45
902,789,91,200,98,1.88,45
903,789,91,200,98,1.88,45
904,789,96,201,96,1.88,45
905,789,96,201,96,1.88,45
906,789,96,201,96,1.88,45
949,789,98,202,95,1.88,45
950,789,98,202,95,1.88,45
951,789,98,202,95,1.88,45
952,789,91,200,98,1.88,45
953,789,91,200,98,1.88,45
954,789,91,200,98,1.88,45
1051,789,91,200,98,1.88,47
1052,789,91,200,98,1.88,47
1053,789,91,200,98,1.88,47
1054,789,91,200,98,1.88,47
1055,789,91,200,98,1.88,47
1056,789,91,200,98,1.88,47
1057,789,91,200,98,1.88,47
1058,789,91,200,98,1.88,47
1059,789,91,200,98,1.88,47
1261,789,98,202,95,1.88,46
1262,789,98,202,95,1.88,46
1263,789,98,202,95,1.88,46
1264,789,98,202,95,1.88,46
1313,789,94,201,97,1.88,46
1314,789,94,201,97,1.88,46
1315,789,94,201,97,1.88,46
1424,789,91,200,98,1.88,48
1425,789,91,200,98,1.88,48
1426,789,91,200,98,1.88,48
1427,789,94,201,97,1.88,48
1428,789,94,201,97,1.88,48
1429,789,94,201,97,1.88,48
1430,789,94,201,97,1.88,48
1431,789,94,201,97,1.88,48
1432,789,94,201,97,1.88,48
1433,789,94,201,97,1.88,48
1434,789,96,201,96,1.88,48
1435,789,96,201,96,1.88,48
1436,789,96,201,96,1.88,48
1437,789,96,201,96,1.88,48
1438,789,96,201,96,1.88,48
1439,789,96,201,96,1.88,48
1440,789,94,201,97,1.88,48
1441,789,94,201,97,1.88,48
1442,789,94,201,97,1.88,48
1443,789,91,200,98,1.88,48
1444,789,91,200,98,1.88,48
1445,789,91,200,98,1.88,48
1446,789,91,200,98,1.88,48
688,790,80,187,96,1.88,44
697,790,94,201,97,1.88,44
698,790,94,201,97,1.88,44
699,790,94,201,97,1.88,44
783,790,94,201,97,1.88,43
784,790,94,201,97,1.88,43
785,790,94,201,97,1.88,43
901,790,91,200,98,1.88,45
902,790,91,200,98,1.88,45
903,790,91,200,98,1.88,45
904,790,96,201,96,1.88,45
905,790,96,201,96,1.88,45
906,790,96,201,96,1.88,45
949,790,98,202,95,1.88,45
950,790,98,202,95,1.88,45
951,790,98,202,95,1.88,45
952,790,91,200,98,1.88,45
953,790,91,200,98,1.88,45
954,790,91,200,98,1.88,45
1051,790,91,200,98,1.88,47
1052,790,91,200,98,1.88,47
1053,790,91,200,98,1.88,47
1054,790,91,200,98,1.88,47
1055,790,91,200,98,1.88,47
1056,790,91,200,98,1.88,47
1057,790,91,200,98,1.88,47
1058,790,91,200,98,1.88,47
1059,790,91,200,98,1.88,47
1261,790,98,202,95,1.88,46
1262,790,98,202,95,1.88,46
1263,790,98,202,95,1.88,46
1264,790,98,202,95,1.88,46
1313,790,94,201,97,1.88,46
1314,790,94,201,97,1.88,46
1315,790,94,201,97,1.88,46
1424,790,91,200,98,1.88,48
1425,790,91,200,98,1.88,48
1426,790,91,200,98,1.88,48
1427,790,94,201,97,1.88,48
1428,790,94,201,97,1.88,48
1429,790,94,201,97,1.88,48
1430,790,94,201,97,1.88,48
1431,790,94,201,97,1.88,48
1432,790,94,201,97,1.88,48
1433,790,94,201,97,1.88,48
1434,790,96,201,96,1.88,48
1435,790,96,201,96,1.88,48
1436,790,96,201,96,1.88,48
1437,790,96,201,96,1.88,48
1438,790,96,201,96,1.88,48
1439,790,96,201,96,1.88,48
1440,790,94,201,97,1.88,48
1441,790,94,201,97,1.88,48
1442,790,94,201,97,1.88,48
1443,790,91,200,98,1.88,48
1444,790,91,200,98,1.88,48
1445,790,91,200,98,1.88,48
1446,790,91,200,98,1.88,48
688,791,74,184,99,1.88,44
700,791,94,201,97,1.88,44
701,791,94,201,97,1.88,44
702,791,94,201,97,1.88,44
786,791,98,202,95,1.88,43
787,791,98,202,95,1.88,43
788,791,98,202,95,1.88,43
789,791,91,200,98,1.88,43
790,791,91,200,98,1.88,43
791,791,91,200,98,1.88,43
898,791,91,200,98,1.88,45
899,791,91,200,98,1.88,45
900,791,91,200,98,1.88,45
901,791,96,201,96,1.88,45
902,791,96,201,96,1.88,45
903,791,96,201,96,1.88,45
952,791,98,202,95,1.88,45
953,791,98,202,95,1.88,45
954,791,98,202,95,1.88,45
955,791,91,200,98,1.88,45
956,791,91,200,98,1.88,45
957,791,91,200,98,1.88,45
1048,791,91,200,98,1.88,47
1049,791,91,200,98,1.88,47
1050,791,91,200,98,1.88,47
1051,791,96,201,96,1.88,47
1052,791,96,201,96,1.88,47
1053,791,96,201,96,1.88,47
1054,791,96,201,96,1.88,47
1055,791,96,201,96,1.88,47
1056,791,96,201,96,1.88,47
1057,791,96,201,96,1.88,47
1058,791,96,201,96,1.88,47
1059,791,96,201,96,1.88,47
1060,791,96,201,96,1.88,47
1061,791,96,201,96,1.88,47
1062,791,96,201,96,1.88,47
1063,791,96,201,96,1.88,47
1064,791,91,200,98,1.88,47
1065,791,91,200,98,1.88,47
1066,791,91,200,98,1.88,47
1258,791,98,202,95,1.88,46
1259,791,98,202,95,1.88,46
1260,791,98,202,95,1.88,46
1313,791,98,202,95,1.88,46
1314,791,98,202,95,1.88,46
1315,791,98,202,95,1.88,46
1316,791,94,201,97,1.88,46
1317,791,94,201,97,1.88,46
1318,791,94,201,97,1.88,46
1411,791,91,200,98,1.88,48
1412,791,91,200,98,1.88,48
1413,791,91,200,98,1.88,48
1414,791,91,200,98,1.88,48
1415,791,96,201,96,1.88,48
1416,791,96,201,96,1.88,48
1417,791,96,201,96,1.88,48
1418,791,98,202,95,1.88,48
1419,791,98,202,95,1.88,48
1420,791,98,202,95,1.88,48
1450,791,98,202,95,1.88,48
1451,791,98,202,95,1.88,48
1452,791,98,202,95,1.88,48
1453,791,94,201,97,1.88,48
1454,791,94,201,97,1.88,48
1455,791,94,201,97,1.88,48
688,792,74,184,99,1.88,44
700,792,94,201,97,1.88,44
701,792,94,201,97,1.88,44
702,792,94,201,97,1.88,44
786,792,98,202,95,1.88,43
787,792,98,202,95,1.88,43
788,792,98,202,95,1.88,43
789,792,91,200,98,1.88,43
790,792,91,200,98,1.88,43
791,792,91,200,98,1.88,43
898,792,91,200,98,1.88,45
899,792,91,200,98,1.88,45
900,792,91,200,98,1.88,45
901,792,96,201,96,1.88,45
902,792,96,201,96,1.88,45
903,792,96,201,96,1.88,45
952,792,98,202,95,1.88,45
953,792,98,202,95,1.88,45
954,792,98,202,95,1.88,45
955,792,91,200,98,1.88,45
956,792,91,200,98,1.88,45
957,792,91,200,98,1.88,45
1048,792,91,200,98,1.88,47
1049,792,91,200,98,1.88,47
1050,792,91,200,98,1.88,47
1051,792,96,201,96,1.88,47
1052,792,96,201,96,1.88,47
1053,792,96,201,96,1.88,47
1054,792,96,201,96,1.88,47
1055,792,96,201,96,1.88,47
1056,792,96,201,96,1.88,47
1057,792,96,201,96,1.88,47
1058,792,96,201,96,1.88,47
1059,792,96,201,96,1.88,47
1060,792,96,201,96,1.88,47
1061,792,96,201,96,1.88,47
1062,792,96,201,96,1.88,47
1063,792,96,201,96,1.88,47
1064,792,91,200,98,1.88,47
1065,792,91,200,98,1.88,47
1066,792,91,200,98,1.88,47
1258,792,98,202,95,1.88,46
1259,792,98,202,95,1.88,46
1260,792,98,202,95,1.88,46
1313,792,98,202,95,1.88,46
1314,792,98,202,95,1.88,46
1315,792,98,202,95,1.88,46
1316,792,94,201,97,1.88,46
1317,792,94,201,97,1.88,46
1318,792,94,201,97,1.88,46
1411,792,91,200,98,1.88,48
1412,792,91,200,98,1.88,48
1413,792,91,200,98,1.88,48
1414,792,91,200,98,1.88,48
1415,792,96,201,96,1.88,48
1416,792,96,201,96,1.88,48
1417,792,96,201,96,1.88,48
1418,792,98,202,95,1.88,48
1419,792,98,202,95,1.88,48
1420,792,98,202,95,1.88,48
1450,792,98,202,95,1.88,48
1451,792,98,202,95,1.88,48
1452,792,98,202,95,1.88,48
1453,792,94,201,97,1.88,48
1454,792,94,201,97,1.88,48
1455,792,94,201,97,1.88,48
688,793,74,184,99,1.88,44
700,793,94,201,97,1.88,44
701,793,94,201,97,1.88,44
702,793,94,201,97,1.88,44
786,793,98,202,95,1.88,43
787,793,98,202,95,1.88,43
788,793,98,202,95,1.88,43
789,793,91,200,98,1.88,43
790,793,91,200,98,1.88,43
791,793,91,200,98,1.88,43
898,793,91,200,98,1.88,45
899,793,91,200,98,1.88,45
900,793,91,200,98,1.88,45
901,793,96,201,96,1.88,45
902,793,96,201,96,1.88,45
903,793,96,201,96,1.88,45
952,793,98,202,95,1.88,45
953,793,98,202,95,1.88,45
954,793,98,202,95,1.88,45
955,793,91,200,98,1.88,45
956,793,91,200,98,1.88,45
957,793,91,200,98,1.88,45
1048,793,91,200,98,1.88,47
1049,793,91,200,98,1.88,47
1050,793,91,200,98,1.88,47
1051,793,96,201,96,1.88,47
1052,793,96,201,96,1.88,47
1053,793,96,201,96,1.88,47
1054,793,96,201,96,1.88,47
1055,793,96,201,96,1.88,47
1056,793,96,201,96,1.88,47
1057,793,96,201,96,1.88,47
1058,793,96,201,96,1.88,47
1059,793,96,201,96,1.88,47
1060,793,96,201,96,1.88,47
1061,793,96,201,96,1.88,47
1062,793,96,201,96,1.88,47
1063,793,96,201,96,1.88,47
1064,793,91,200,98,1.88,47
1065,793,91,200,98,1.88,47
1066,793,91,200,98,1.88,47
1258,793,98,202,95,1.88,46
1259,793,98,202,95,1.88,46
1260,793,98,202,95,1.88,46
1313,793,98,202,95,1.88,46
1314,793,98,202,95,1.88,46
1315,793,98,202,95,1.88,46
1316,793,94,201,97,1.88,46
1317,793,94,201,97,1.88,46
1318,793,94,201,97,1.88,46
1411,793,91,200,98,1.88,48
1412,793,91,200,98,1.88,48
1413,793,91,200,98,1.88,48
1414,793,91,200,98,1.88,48
1415,793,96,201,96,1.88,48
1416,793,96,201,96,1.88,48
1417,793,96,201,96,1.88,48
1418,793,98,202,95,1.88,48
1419,793,98,202,95,1.88,48
1420,793,98,202,95,1.88,48
1450,793,98,202,95,1.88,48
1451,793,98,202,95,1.88,48
1452,793,98,202,95,1.88,48
1453,793,94,201,97,1.88,48
1454,793,94,201,97,1.88,48
1455,793,94,201,97,1.88,48
703,794,94,201,97,1.88,44
704,794,94,201,97,1.88,44
705,794,94,201,97,1.88,44
792,794,98,202,95,1.88,43
793,794,98,202,95,1.88,43
794,794,98,202,95,1.88,43
795,794,98,202,95,1.88,43
796,794,94,201,97,1.88,43
797,794,94,201,97,1.88,43
798,794,94,201,97,1.88,43
894,794,91,200,98,1.88,45
895,794,91,200,98,1.88,45
896,794,91,200,98,1.88,45
897,794,91,200,98,1.88,45
898,794,96,201,96,1.88,45
899,794,96,201,96,1.88,45
900,794,96,201,96,1.88,45
955,794,98,202,95,1.88,45
956,794,98,202,95,1.88,45
957,794,98,202,95,1.88,45
1048,794,96,201,96,1.88,47
1049,794,96,201,96,1.88,47
1050,794,96,201,96,1.88,47
1051,794,98,202,95,1.88,47
1052,794,98,202,95,1.88,47
1053,794,98,202,95,1.88,47
1064,794,98,202,95,1.88,47
1065,794,98,202,95,1.88,47
1066,794,98,202,95,1.88,47
1067,794,94,201,97,1.88,47
1068,794,94,201,97,1.88,47
1069,794,94,201,97,1.88,47
1255,794,96,201,96,1.88,46
1256,794,96,201,96,1.88,46
1257,794,96,201,96,1.88,46
1316,794,96,201,96,1.88,46
1317,794,96,201,96,1.88,46
1318,794,96,201,96,1.88,46
1402,794,94,201,97,1.88,48
1403,794,94,201,97,1.88,48
1404,794,94,201,97,1.88,48
1405,794,98,202,95,1.88,48
1406,794,98,202,95,1.88,48
1407,794,98,202,95,1.88,48
1456,794,96,201,96,1.88,48
1457,794,96,201,96,1.88,48
1458,794,96,201,96,1.88,48
703,795,94,201,97,1.88,44
704,795,94,201,97,1.88,44
705,795,94,201,97,1.88,44
792,795,98,202,95,1.88,43
793,795,98,202,95,1.88,43
794,795,98,202,95,1.88,43
795,795,98,202,95,1.88,43
796,795,94,201,97,1.88,43
797,795,94,201,97,1.88,43
798,795,94,201,97,1.88,43
894,795,91,200,98,1.88,45
895,795,91,200,98,1.88,45
896,795,91,200,98,1.88,45
897,795,91,200,98,1.88,45
898,795,96,201,96,1.88,45
899,795,96,201,96,1.88,45
900,795,96,201,96,1.88,45
955,795,98,202,95,1.88,45
956,795,98,202,95,1.88,45
957,795,98,202,95,1.88,45
1048,795,96,201,96,1.88,47
1049,795,96,201,96,1.88,47
1050,795,96,201,96,1.88,47
1051,795,98,202,95,1.88,47
1052,795,98,202,95,1.88,47
1053,795,98,202,95,1.88,47
1064,795,98,202,95,1.88,47
1065,795,98,202,95,1.88,47
1066,795,98,202,95,1.88,47
1067,795,94,201,97,1.88,47
1068,795,94,201,97,1.88,47
1069,795,94,201,97,1.88,47
1255,795,96,201,96,1.88,46
1256,795,96,201,96,1.88,46
1257,795,96,201,96,1.88,46
1316,795,96,201,96,1.88,46
1317,795,96,201,96,1.88,46
1318,795,96,201,96,1.88,46
1402,795,94,201,97,1.88,48
1403,795,94,201,97,1.88,48
1404,795,94,201,97,1.88,48
1405,795,98,202,95,1.88,48
1406,795,98,202,95,1.88,48
1407,795,98,202,95,1.88,48
1456,795,96,201,96,1.88,48
1457,795,96,201,96,1.88,48
1458,795,96,201,96,1.88,48
703,796,94,201,97,1.88,44
704,796,94,201,97,1.88,44
705,796,94,201,97,1.88,44
792,796,98,202,95,1.88,43
793,796,98,202,95,1.88,43
794,796,98,202,95,1.88,43
795,796,98,202,95,1.88,43
796,796,94,201,97,1.88,43
797,796,94,201,97,1.88,43
798,796,94,201,97,1.88,43
894,796,91,200,98,1.88,45
895,796,91,200,98,1.88,45
896,796,91,200,98,1.88,45
897,796,91,200,98,1.88,45
898,796,96,201,96,1.88,45
899,796,96,201,96,1.88,45
900,796,96,201,96,1.88,45
955,796,98,202,95,1.88,45
956,796,98,202,95,1.88,45
957,796,98,202,95,1.88,45
1048,796,96,201,96,1.88,47
1049,796,96,201,96,1.88,47
1050,796,96,201,96,1.88,47
1051,796,98,202,95,1.88,47
1052,796,98,202,95,1.88,47
1053,796,98,202,95,1.88,47
1064,796,98,202,95,1.88,47
1065,796,98,202,95,1.88,47
1066,796,98,202,95,1.88,47
1067,796,94,201,97,1.88,47
1068,796,94,201,97,1.88,47
1069,796,94,201,97,1.88,47
1255,796,96,201,96,1.88,46
1256,796,96,201,96,1.88,46
1257,796,96,201,96,1.88,46
1316,796,96,201,96,1.88,46
1317,796,96,201,96,1.88,46
1318,796,96,201,96,1.88,46
1402,796,94,201,97,1.88,48
1403,796,94,201,97,1.88,48
1404,796,94,201,97,1.88,48
1405,796,98,202,95,1.88,48
1406,796,98,202,95,1.88,48
1407,796,98,202,95,1.88,48
1456,796,96,201,96,1.88,48
1457,796,96,201,96,1.88,48
1458,796,96,201,96,1.88,48
706,797,96,201,96,1.88,44
707,797,96,201,96,1.88,44
708,797,96,201,96,1.88,44
802,797,96,201,96,1.88,43
803,797,96,201,96,1.88,43
804,797,96,201,96,1.88,43
805,797,94,201,97,1.88,43
806,797,94,201,97,1.88,43
807,797,94,201,97,1.88,43
808,797,91,200,98,1.88,43
809,797,91,200,98,1.88,43
810,797,91,200,98,1.88,43
811,797,91,200,98,1.88,43
812,797,91,200,98,1.88,43
813,797,91,200,98,1.88,43
814,797,91,200,98,1.88,43
891,797,91,200,98,1.88,45
892,797,91,200,98,1.88,45
893,797,91,200,98,1.88,45
894,797,96,201,96,1.88,45
895,797,96,201,96,1.88,45
896,797,96,201,96,1.88,45
897,797,96,201,96,1.88,45
898,797,98,202,95,1.88,45
899,797,98,202,95,1.88,45
900,797,98,202,95,1.88,45
958,797,94,201,97,1.88,45
959,797,94,201,97,1.88,45
960,797,94,201,97,1.88,45
1044,797,91,200,98,1.88,47
1045,797,91,200,98,1.88,47
1046,797,91,200,98,1.88,47
1047,797,91,200,98,1.88,47
1048,797,96,201,96,1.88,47
1049,797,96,201,96,1.88,47
1050,797,96,201,96,1.88,47
1067,797,98,202,95,1.88,47
1068,797,98,202,95,1.88,47
1069,797,98,202,95,1.88,47
1070,797,94,201,97,1.88,47
1071,797,94,201,97,1.88,47
1072,797,94,201,97,1.88,47
1252,797,94,201,97,1.88,46
1253,797,94,201,97,1.88,46
1254,797,94,201,97,1.88,46
1316,797,98,202,95,1.88,46
1317,797,98,202,95,1.88,46
1318,797,98,202,95,1.88,46
1319,797,91,200,98,1.88,46
1320,797,91,200,98,1.88,46
1321,797,91,200,98,1.88,46
1392,797,91,200,98,1.88,48
1393,797,91,200,98,1.88,48
1394,797,91,200,98,1.88,48
1395,797,96,201,96,1.88,48
1396,797,96,201,96,1.88,48
1397,797,96,201,96,1.88,48
1398,797,96,201,96,1.88,48
1459,797,96,201,96,1.88,48
1460,797,96,201,96,1.88,48
1461,797,96,201,96,1.88,48
1462,797,96,201,96,1.88,48
706,798,96,201,96,1.88,44
707,798,96,201,96,1.88,44
708,798,96,201,96,1.88,44
802,798,96,201,96,1.88,43
803,798,96,201,96,1.88,43
804,798,96,201,96,1.88,43
805,798,94,201,97,1.88,43
806,798,94,201,97,1.88,43
807,798,94,201,97,1.88,43
808,798,91,200,98,1.88,43
809,798,91,200,98,1.88,43
810,798,91,200,98,1.88,43
811,798,91,200,98,1.88,43
812,798,91,200,98,1.88,43
813,798,91,200,98,1.88,43
814,798,91,200,98,1.88,43
891,798,91,200,98,1.88,45
892,798,91,200,98,1.88,45
893,798,91,200,98,1.88,45
894,798,96,201,96,1.88,45
895,798,96,201,96,1.88,45
896,798,96,201,96,1.88,45
897,798,96,201,96,1.88,45
898,798,98,202,95,1.88,45
899,798,98,202,95,1.88,45
900,798,98,202,95,1.88,45
958,798,94,201,97,1.88,45
959,798,94,201,97,1.88,45
960,798,94,201,97,1.88,45
1044,798,91,200,98,1.88,47
1045,798,91,200,98,1.88,47
1046,798,91,200,98,1.88,47
1047,798,91,200,98,1.88,47
1048,798,96,201,96,1.88,47
1049,798,96,201,96,1.88,47
1050,798,96,201,96,1.88,47
1067,798,98,202,95,1.88,47
1068,798,98,202,95,1.88,47
1069,798,98,202,95,1.88,47
1070,798,94,201,97,1.88,47
1071,798,94,201,97,1.88,47
1072,798,94,201,97,1.88,47
1252,798,94,201,97,1.88,46
1253,798,94,201,97,1.88,46
1254,798,94,201,97,1.88,46
1316,798,98,202,95,1.88,46
1317,798,98,202,95,1.88,46
1318,798,98,202,95,1.88,46
1319,798,91,200,98,1.88,46
1320,798,91,200,98,1.88,46
1321,798,91,200,98,1.88,46
1392,798,91,200,98,1.88,48
1393,798,91,200,98,1.88,48
1394,798,91,200,98,1.88,48
1395,798,96,201,96,1.88,48
1396,798,96,201,96,1.88,48
1397,798,96,201,96,1.88,48
1398,798,96,201,96,1.88,48
1459,798,96,201,96,1.88,48
1460,798,96,201,96,1.88,48
1461,798,96,201,96,1.88,48
1462,798,96,201,96,1.88,48
706,799,96,201,96,1.88,44
707,799,96,201,96,1.88,44
708,799,96,201,96,1.88,44
802,799,96,201,96,1.88,43
803,799,96,201,96,1.88,43
804,799,96,201,96,1.88,43
805,799,94,201,97,1.88,43
806,799,94,201,97,1.88,43
807,799,94,201,97,1.88,43
808,799,91,200,98,1.88,43
809,799,91,200,98,1.88,43
810,799,91,200,98,1.88,43
811,799,91,200,98,1.88,43
812,799,91,200,98,1.88,43
813,799,91,200,98,1.88,43
814,799,91,200,98,1.88,43
891,799,91,200,98,1.88,45
892,799,91,200,98,1.88,45
893,799,91,200,98,1.88,45
894,799,96,201,96,1.88,45
895,799,96,201,96,1.88,45
896,799,96,201,96,1.88,45
897,799,96,201,96,1.88,45
898,799,98,202,95,1.88,45
899,799,98,202,95,1.88,45
900,799,98,202,95,1.88,45
958,799,94,201,97,1.88,45
959,799,94,201,97,1.88,45
960,799,94,201,97,1.88,45
1044,799,91,200,98,1.88,47
1045,799,91,200,98,1.88,47
1046,799,91,200,98,1.88,47
1047,799,91,200,98,1.88,47
1048,799,96,201,96,1.88,47
1049,799,96,201,96,1.88,47
1050,799,96,201,96,1.88,47
1067,799,98,202,95,1.88,47
1068,799,98,202,95,1.88,47
1069,799,98,202,95,1.88,47
1070,799,94,201,97,1.88,47
1071,799,94,201,97,1.88,47
1072,799,94,201,97,1.88,47
1252,799,94,201,97,1.88,46
1253,799,94,201,97,1.88,46
1254,799,94,201,97,1.88,46
1316,799,98,202,95,1.88,46
1317,799,98,202,95,1.88,46
1318,799,98,202,95,1.88,46
1319,799,91,200,98,1.88,46
1320,799,91,200,98,1.88,46
1321,799,91,200,98,1.88,46
1392,799,91,200,98,1.88,48
